Rk,Player,Age,Team,Lg,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR
1,Pete Alonso,30,NYM,NL,162,161,162,160,0,0,160,0,0,0,0,0,0,0,2,0,0
2,Elly De La Cruz,23,CIN,NL,162,161,162,158,0,0,0,0,0,158,0,0,0,0,4,1,0
3,Matt Olson,31,ATL,NL,162,162,162,162,0,0,162,0,0,0,0,0,0,0,0,0,0
4,Brent Rooker,30,ATH,AL,162,161,162,27,0,0,0,0,0,0,7,0,21,27,135,1,0
5,Kyle Schwarber,32,PHI,NL,162,162,162,8,0,0,0,0,0,0,8,0,0,8,154,0,0
6,Geraldo Perdomo,25,ARI,NL,161,160,161,161,0,0,0,0,0,161,0,0,0,0,0,1,0
7,Willy Adames,29,SFG,NL,160,160,160,159,0,0,0,0,0,159,0,0,0,0,1,0,0
8,Randy Arozarena,30,SEA,AL,160,160,160,158,0,0,0,0,0,0,158,0,0,158,2,0,0
9,Maikel Garcia,25,KCR,AL,160,157,160,155,0,0,0,11,136,17,0,6,1,7,6,1,1
10,Michael Harris II,24,ATL,NL,160,157,160,160,0,0,0,0,0,0,0,160,0,160,0,2,0
11,Francisco Lindor,31,NYM,NL,160,159,160,158,0,0,0,0,0,158,0,0,0,0,2,1,0
12,Vinnie Pasquantino,27,KCR,AL,160,160,160,126,0,0,126,0,0,0,0,0,0,0,34,0,0
13,Julio Rodríguez,24,SEA,AL,160,159,160,159,0,0,0,0,0,0,0,159,0,159,1,1,0
14,Juan Soto,26,NYM,NL,160,160,160,157,0,0,0,0,0,0,0,0,157,157,3,0,0
15,Manny Machado,32,SDP,NL,159,159,159,145,0,0,0,0,145,0,0,0,0,0,14,0,0
16,Cal Raleigh,28,SEA,AL,159,157,159,121,0,121,0,0,0,0,0,0,0,0,38,2,0
17,Dansby Swanson,31,CHC,NL,159,159,159,159,0,0,0,0,0,159,0,0,0,0,0,0,0
18,Shohei Ohtani,30,LAD,NL,158,158,158,14,14,0,0,0,0,0,0,0,0,0,158,0,0
19,José Ramírez,32,CLE,AL,158,158,158,134,0,0,0,0,134,0,0,0,0,0,26,0,0
20,Tyler Soderstrom,23,ATH,AL,158,145,158,153,0,0,49,0,0,0,108,0,0,108,1,12,0
21,Ozzie Albies,28,ATL,NL,157,157,157,157,0,0,0,157,0,0,0,0,0,0,0,0,0
22,Ernie Clement,29,TOR,AL,157,140,157,154,0,0,15,60,89,29,0,0,0,0,0,9,2
23,J.P. Crawford,30,SEA,AL,157,155,157,157,0,0,0,0,0,157,0,0,0,0,0,0,1
24,Pete Crow-Armstrong,23,CHC,NL,157,154,157,156,0,0,0,0,0,0,0,156,0,156,1,2,0
25,Jarren Duran,28,BOS,AL,157,152,157,156,0,0,0,0,0,0,139,28,2,156,1,5,0
26,Riley Greene,24,DET,AL,157,152,157,133,0,0,0,0,0,0,124,16,1,133,23,4,0
27,Heliot Ramos,25,SFG,NL,157,156,157,154,0,0,0,0,0,0,154,0,0,154,3,1,0
28,Trevor Story,32,BOS,AL,157,155,157,156,0,0,0,0,0,156,0,0,0,0,1,1,1
29,Taylor Ward,31,LAA,AL,157,156,157,153,0,0,0,0,0,0,153,0,0,153,4,1,0
30,Bobby Witt Jr.,25,KCR,AL,157,157,157,154,0,0,0,0,0,154,0,0,0,0,4,0,0
31,James Wood,22,WSN,NL,157,156,157,123,0,0,0,0,0,0,123,0,0,123,33,1,0
32,Vladimir Guerrero Jr.,26,TOR,AL,156,154,156,133,0,0,133,0,0,0,0,0,0,0,24,2,0
33,Nico Hoerner,28,CHC,NL,156,156,156,156,0,0,0,153,0,8,0,0,0,0,0,0,0
34,Steven Kwan,27,CLE,AL,156,156,156,152,0,0,0,0,0,0,152,1,0,152,4,0,0
35,Andy Pages,24,LAD,NL,156,155,156,156,0,0,0,0,0,0,27,121,51,156,0,0,0
36,Ceddanne Rafaela,24,BOS,AL,156,148,156,155,0,0,0,24,0,0,0,141,0,141,0,0,4
37,Brice Turang,25,MIL,NL,156,150,156,154,0,0,0,153,0,3,0,0,0,0,0,5,1
38,Jose Altuve,35,HOU,AL,155,154,155,109,0,0,0,66,0,0,47,0,0,47,49,1,0
39,Michael Busch,27,CHC,NL,155,131,155,151,0,0,151,0,0,0,0,0,0,0,2,22,0
40,Brandon Nimmo,32,NYM,NL,155,151,155,150,0,0,0,0,0,0,150,5,0,150,4,2,0
41,Salvador Perez,35,KCR,AL,155,155,155,118,0,92,30,0,0,0,0,0,0,0,38,0,0
42,Fernando Tatis Jr.,26,SDP,NL,155,155,155,153,0,0,0,0,0,0,0,0,153,153,2,0,0
43,Spencer Torkelson,25,DET,AL,155,154,155,145,0,0,145,0,0,0,0,0,0,0,10,1,0
44,Luis Arráez,28,SDP,NL,154,150,154,123,0,0,117,14,0,0,0,0,0,0,29,4,0
45,Junior Caminero,21,TBR,AL,154,152,154,148,0,0,1,0,148,0,0,0,0,0,6,2,0
46,Gunnar Henderson,24,BAL,AL,154,150,154,145,0,0,0,0,0,145,0,0,0,0,8,4,0
47,Bryan Reynolds,30,PIT,NL,154,151,154,117,0,0,0,0,0,0,0,0,117,117,35,3,0
48,Christian Walker,34,HOU,AL,154,152,154,152,0,0,152,0,0,0,0,0,0,0,2,1,0
49,Anthony Volpe,24,NYY,AL,153,147,153,153,0,0,0,0,0,153,0,0,0,0,0,0,3
50,Jo Adell,26,LAA,AL,152,144,152,149,0,0,0,0,0,0,0,89,69,149,1,4,1
51,Cody Bellinger,29,NYY,AL,152,148,152,151,0,0,7,0,0,0,85,41,52,149,0,2,0
52,Lawrence Butler,24,ATH,AL,152,140,152,150,0,0,0,0,0,0,0,59,92,150,0,9,1
53,TJ Friedl,29,CIN,NL,152,150,152,149,0,0,0,0,0,0,0,149,0,149,2,1,1
54,Aaron Judge,33,NYY,AL,152,151,152,95,0,0,0,0,0,0,0,0,95,95,56,1,0
55,Seiya Suzuki,30,CHC,NL,151,149,151,48,0,0,0,0,0,0,15,1,32,48,102,2,0
56,Mookie Betts,32,LAD,NL,150,148,150,148,0,0,0,0,0,148,0,0,1,1,0,2,0
57,William Contreras,27,MIL,NL,150,150,150,129,0,128,1,0,0,0,1,0,0,1,22,0,0
58,Yandy Díaz,33,TBR,AL,150,150,150,37,0,0,37,0,0,0,0,0,0,0,114,0,0
59,Ian Happ,30,CHC,NL,150,149,150,146,0,0,0,0,0,0,146,0,0,146,4,1,0
60,Jung Hoo Lee,26,SFG,NL,150,145,150,147,0,0,0,0,0,0,0,147,0,147,2,2,1
61,Christian Yelich,33,MIL,NL,150,146,150,19,0,0,0,0,0,0,19,0,0,19,131,4,0
62,Jackson Holliday,21,BAL,AL,149,146,149,145,0,0,0,139,0,8,0,0,0,0,4,1,0
63,Joey Ortiz,26,MIL,NL,149,140,149,149,0,0,0,0,0,149,0,0,0,0,0,1,3
64,Jordan Beck,24,COL,NL,148,138,148,139,0,0,0,0,0,0,139,1,0,139,7,8,2
65,Nick Castellanos,33,PHI,NL,147,142,147,143,0,0,0,0,0,0,0,0,143,143,4,4,0
66,Freddie Freeman,35,LAD,NL,147,145,147,146,0,0,146,0,0,0,0,0,0,0,0,2,0
67,Matt McLain,25,CIN,NL,147,138,147,142,0,0,0,138,0,6,0,0,0,0,3,3,2
68,Luis Rengifo,28,LAA,AL,147,133,147,145,0,0,0,74,76,1,2,1,7,10,1,12,0
69,Bryson Stott,27,PHI,NL,147,132,147,145,0,0,0,135,0,13,0,0,0,0,0,12,1
70,Paul Goldschmidt,37,NYY,AL,146,115,146,139,0,0,139,0,0,0,0,1,0,1,3,18,1
71,Spencer Steer,27,CIN,NL,146,137,146,129,0,0,122,0,0,0,11,0,1,11,17,4,0
72,Marcell Ozuna,34,ATL,NL,145,137,145,0,0,0,0,0,0,0,0,0,0,0,137,8,0
73,Gavin Sheets,29,SDP,NL,145,130,145,77,0,0,13,0,0,0,64,0,0,64,64,14,0
74,Gleyber Torres,28,DET,AL,145,143,145,135,0,0,0,135,0,0,0,0,0,0,10,2,0
75,CJ Abrams,24,WSN,NL,144,142,144,142,0,0,0,0,0,142,0,0,0,0,1,2,0
76,Hunter Goodman,25,COL,NL,144,135,144,104,0,104,0,0,0,0,0,0,0,0,39,8,0
77,Zach McKinstry,30,DET,AL,144,128,144,141,1,0,1,6,85,40,15,0,30,43,3,8,2
78,Josh Smith,27,TEX,AL,144,126,144,130,0,0,27,4,32,60,8,2,7,17,11,15,0
79,Corbin Carroll,24,ARI,NL,143,139,143,139,0,0,0,0,0,0,0,4,137,139,3,2,1
80,Yainer Diaz,26,HOU,AL,143,135,143,113,0,113,0,0,0,0,0,0,0,0,25,8,0
81,Trent Grisham,28,NYY,AL,143,124,143,140,0,0,0,0,0,0,0,140,0,140,0,8,0
82,Otto López,26,MIA,NL,143,139,143,142,0,0,0,32,0,111,0,0,0,0,1,2,0
83,Alek Thomas,25,ARI,NL,143,122,143,139,0,0,0,0,0,0,0,139,0,139,2,6,3
84,Sal Frelick,25,MIL,NL,142,136,142,139,0,0,1,0,1,0,0,14,134,139,0,4,0
85,Trevor Larnach,28,MIN,AL,142,131,142,60,0,0,0,0,0,0,19,0,44,60,81,9,1
86,Kyle Manzardo,24,CLE,AL,142,121,142,56,0,0,56,0,0,0,0,0,0,0,84,21,0
87,Trea Turner,32,PHI,NL,141,140,141,139,0,0,0,0,0,139,0,0,0,0,1,1,0
88,Josh Bell,32,WSN,NL,140,129,140,33,0,0,33,0,0,0,0,0,0,0,98,11,0
89,Gavin Lux,27,CIN,NL,140,127,140,75,0,0,0,17,6,0,54,0,0,54,59,13,0
90,Lenyn Sosa,25,CHW,AL,140,132,140,127,0,0,42,99,3,0,0,0,0,0,11,7,0
91,George Springer,35,TOR,AL,140,131,140,54,0,0,0,0,0,0,12,11,44,54,82,7,1
92,Eric Wagaman,27,MIA,NL,140,118,140,127,0,0,117,0,3,0,19,0,3,22,10,19,0
93,Bo Bichette,27,TOR,AL,139,137,139,132,0,0,0,0,0,132,0,0,0,0,7,2,0
94,Alec Burleson,26,STL,NL,139,128,139,114,1,0,50,0,0,0,41,0,34,74,22,9,0
95,Xavier Edwards,25,MIA,NL,139,136,139,138,0,0,0,97,0,41,0,0,0,0,1,2,1
96,Luis García Jr.,25,WSN,NL,139,126,139,131,0,0,2,129,0,0,0,0,0,0,2,12,0
97,Brooks Lee,24,MIN,AL,139,125,139,137,0,0,0,37,43,77,0,0,0,0,2,11,0
98,Ángel Martínez,23,CLE,AL,139,113,139,136,0,0,0,37,0,0,1,114,3,114,0,17,2
99,Michael Conforto,32,LAD,NL,138,122,138,132,0,0,0,0,0,0,132,0,0,132,0,16,0
100,Brenton Doyle,27,COL,NL,138,128,138,131,0,0,0,0,0,0,0,131,0,131,4,7,0
101,Jorge Polanco,31,SEA,AL,138,126,138,43,0,0,1,38,5,0,0,0,0,0,89,11,0
102,Ben Rice,26,NYY,AL,138,120,138,82,0,36,50,0,0,0,0,0,0,0,48,15,0
103,Victor Scott II,24,STL,NL,138,126,138,138,0,0,0,0,0,0,4,136,7,138,0,0,0
104,Miguel Vargas,25,CHW,AL,138,134,138,133,0,0,63,0,79,0,1,0,0,1,4,4,0
105,Colt Keith,23,DET,AL,137,113,137,80,0,0,18,26,37,0,0,0,0,0,52,22,1
106,Myles Straw,30,TOR,AL,137,67,137,133,0,0,0,1,0,0,40,88,14,133,0,25,13
107,Xander Bogaerts,32,SDP,NL,136,134,136,125,0,0,0,0,0,125,0,0,0,0,9,2,0
108,Caleb Durbin,25,MIL,NL,136,122,136,134,0,0,0,10,131,3,0,0,0,0,0,9,1
109,Jonathan India,28,KCR,AL,136,130,136,110,0,0,0,76,20,0,21,0,0,21,27,3,1
110,Nolan Jones,27,CLE,AL,136,102,136,130,0,0,0,0,0,0,13,35,101,130,1,19,4
111,Agustín Ramírez,23,MIA,NL,136,132,136,73,0,73,0,0,0,0,0,0,0,0,63,4,0
112,Kyle Tucker,28,CHC,NL,136,134,136,115,0,0,0,0,0,0,0,0,115,115,20,2,0
113,Nick Allen,26,ATL,NL,135,126,135,135,0,0,0,5,0,130,0,0,0,0,0,1,2
114,Patrick Bailey,26,SFG,NL,135,114,135,132,0,132,0,0,0,0,0,0,0,0,1,14,0
115,Addison Barger,25,TOR,AL,135,117,135,133,0,0,0,0,91,0,0,0,57,57,1,12,0
116,Willson Contreras,33,STL,NL,135,134,135,120,0,0,120,0,0,0,0,0,0,0,15,0,0
117,Jake Cronenworth,31,SDP,NL,135,132,135,131,0,0,13,118,0,13,0,0,0,0,3,3,0
118,Oneil Cruz,26,PIT,NL,135,123,135,125,0,0,0,0,0,0,0,125,0,125,3,10,1
119,Adolis García,32,TEX,AL,135,131,135,128,0,0,0,0,0,0,0,0,128,128,5,4,0
120,Kyle Isbel,28,KCR,AL,135,118,135,135,0,0,0,0,0,0,0,135,0,135,0,6,3
121,Nathan Lukes,30,TOR,AL,135,102,135,131,0,0,0,0,0,0,42,36,81,131,1,21,1
122,Andrew McCutchen,38,PIT,NL,135,127,135,7,0,0,0,0,0,0,1,0,6,7,120,8,0
123,Mickey Moniak,27,COL,NL,135,113,135,117,0,0,0,0,0,0,15,38,72,117,15,16,1
124,Lars Nootbaar,27,STL,NL,135,130,135,131,0,0,0,0,0,0,107,12,23,131,2,2,1
125,Teoscar Hernández,32,LAD,NL,134,132,134,133,0,0,0,0,0,0,0,0,133,133,0,2,0
126,Wyatt Langford,23,TEX,AL,134,133,134,133,0,0,0,0,0,0,104,45,0,133,0,0,1
127,Brandon Lowe,30,TBR,AL,134,128,134,123,0,0,3,121,0,0,0,0,0,0,9,5,0
128,J.T. Realmuto,34,PHI,NL,134,133,134,132,0,132,0,0,0,0,0,0,0,0,1,1,0
129,Cam Smith,22,HOU,AL,134,122,134,132,0,0,0,0,0,0,0,0,132,132,1,9,1
130,Michael A. Taylor,34,CHW,AL,134,85,134,123,0,0,0,0,0,0,43,47,42,123,5,16,15
131,Mauricio Dubón,30,HOU,AL,133,104,133,133,0,0,4,46,24,33,48,17,3,63,0,9,5
132,Brandon Marsh,27,PHI,NL,133,104,133,131,0,0,0,0,0,0,62,84,2,131,0,18,1
133,Bryce Harper,32,PHI,NL,132,132,132,130,0,0,130,0,0,0,0,0,0,0,2,0,0
134,Nolan Schanuel,23,LAA,AL,132,130,132,132,0,0,132,0,0,0,0,0,0,0,0,0,0
135,Jackson Chourio,21,MIL,NL,131,131,131,129,0,0,0,0,0,0,40,89,20,129,2,0,0
136,Josh Jung,27,TEX,AL,131,125,131,126,0,0,0,0,126,0,0,0,0,0,5,5,0
137,Daniel Schneemann,28,CLE,AL,131,104,131,124,0,0,0,74,27,11,5,24,15,38,2,16,6
138,Brett Baty,25,NYM,NL,130,106,130,123,0,0,0,57,87,0,0,0,0,0,3,15,1
139,Kerry Carpenter,27,DET,AL,130,109,130,79,0,0,0,0,0,0,24,0,55,79,49,21,0
140,Jazz Chisholm Jr.,27,NYY,AL,130,125,130,130,0,0,0,101,29,0,0,0,0,0,0,5,0
141,Isaac Collins,27,MIL,NL,130,100,130,118,0,0,0,1,2,0,108,0,8,115,3,20,0
142,Alejandro Kirk,26,TOR,AL,130,118,130,118,0,118,0,0,0,0,0,0,0,0,7,12,0
143,Mike Trout,33,LAA,AL,130,128,130,22,0,0,0,0,0,0,0,0,22,22,106,2,0
144,Gabriel Arias,25,CLE,AL,129,124,129,129,0,0,0,28,8,106,0,0,0,0,0,1,1
145,Lourdes Gurriel Jr.,31,ARI,NL,129,125,129,118,0,0,0,0,0,0,118,0,0,118,12,3,0
146,Masyn Winn,23,STL,NL,129,127,129,129,0,0,0,0,0,129,0,0,0,0,0,1,0
147,Matt Chapman,32,SFG,NL,128,128,128,128,0,0,0,0,128,0,0,0,0,0,0,0,0
148,Zach Neto,24,LAA,AL,128,122,128,125,0,0,0,0,0,125,0,0,0,0,0,6,0
149,Max Kepler,32,PHI,NL,127,112,127,125,0,0,0,0,0,0,101,2,36,125,0,14,0
150,Marcus Semien,34,TEX,AL,127,127,127,127,0,0,0,127,0,0,0,0,0,0,0,0,0
151,Javier Báez,32,DET,AL,126,116,126,125,0,0,0,10,23,63,0,53,0,53,0,5,0
152,Byron Buxton,31,MIN,AL,126,126,126,118,0,0,0,0,0,0,0,118,0,118,8,0,0
153,Dillon Dingler,26,DET,AL,126,116,126,118,0,118,0,0,0,0,0,0,0,0,3,9,0
154,Ketel Marte,31,ARI,NL,126,121,126,105,0,0,0,105,0,0,0,0,0,0,21,5,0
155,Matt Shaw,23,CHC,NL,126,114,126,125,0,0,0,4,124,0,0,0,0,0,0,5,0
156,Austin Wells,25,NYY,AL,126,112,126,122,0,122,0,0,0,0,0,0,0,0,1,4,1
157,Wilmer Flores,33,SFG,NL,125,106,125,31,0,0,30,0,2,0,0,0,0,0,84,19,0
158,Jeremy Peña,27,HOU,AL,125,122,125,124,0,0,0,0,0,124,0,0,0,0,2,3,0
159,Jacob Wilson,23,ATH,AL,125,125,125,124,0,0,0,0,0,124,0,0,0,0,1,0,0
160,Drake Baldwin,24,ATL,NL,124,97,124,97,0,97,0,0,0,0,0,0,0,0,13,23,1
161,Jonah Heim,30,TEX,AL,124,111,124,96,0,96,0,0,0,0,0,0,0,0,27,11,0
162,Jasson Domínguez,22,NYY,AL,123,102,123,100,0,0,0,0,0,0,100,0,0,100,15,7,10
163,Shea Langeliers,27,ATH,AL,123,120,123,108,0,108,0,0,0,0,0,0,0,0,16,3,0
164,Bo Naylor,25,CLE,AL,123,106,123,119,0,119,0,0,0,0,0,0,0,0,0,11,2
165,Jeff McNeil,33,NYM,NL,122,113,122,108,0,0,2,79,0,0,10,34,7,48,10,8,0
166,Chase Meidroth,23,CHW,AL,122,116,122,121,0,0,0,61,0,76,0,0,0,0,0,3,0
167,Mark Vientos,25,NYM,NL,121,111,121,75,0,0,3,0,72,0,0,0,0,0,44,9,0
168,Alec Bohm,28,PHI,NL,120,120,120,120,0,0,13,0,108,0,0,0,0,0,0,0,0
169,Tommy Pham,37,PIT,NL,120,107,120,117,0,0,0,0,0,0,115,0,7,117,2,6,3
170,Javier Sanoja,22,MIA,NL,120,81,118,115,8,0,1,34,41,10,36,14,0,47,1,19,4
171,Jacob Young,25,WSN,NL,120,105,120,112,0,0,0,0,0,0,0,112,0,112,2,2,8
172,Liam Hicks,26,MIA,NL,119,92,119,89,0,62,28,0,0,0,0,0,0,0,22,26,0
173,Ryan Jeffers,28,MIN,AL,119,106,119,88,0,88,0,0,0,0,0,0,0,0,30,8,0
174,Isiah Kiner-Falefa,30,2TM,2LG,138,124,138,137,1,0,0,13,32,95,0,0,0,0,0,5,0
174,Isiah Kiner-Falefa,30,PIT,NL,119,117,119,119,0,0,0,0,25,94,0,0,0,0,0,1,0
174,Isiah Kiner-Falefa,30,TOR,AL,19,7,19,18,1,0,0,13,7,1,0,0,0,0,0,4,0
175,Nathaniel Lowe,29,2TM,2LG,153,143,153,146,0,0,146,0,0,0,0,0,0,0,5,8,0
175,Nathaniel Lowe,29,WSN,NL,119,116,119,115,0,0,115,0,0,0,0,0,0,0,3,2,0
175,Nathaniel Lowe,29,BOS,AL,34,27,34,31,0,0,31,0,0,0,0,0,0,0,2,6,0
176,Logan O'Hoppe,25,LAA,AL,119,107,119,99,0,99,0,0,0,0,0,0,0,0,9,12,0
177,Brendan Donovan,28,STL,NL,118,116,118,117,0,0,0,100,0,6,18,0,0,18,2,2,0
178,Jake Mangum,29,TBR,AL,118,102,118,116,0,0,0,0,0,0,63,41,32,116,1,4,3
179,Carlos Narváez,26,BOS,AL,118,107,118,112,0,112,0,0,0,0,0,0,0,0,3,7,0
180,Trey Sweeney,25,DET,AL,118,81,118,112,0,0,0,0,0,112,0,0,0,0,0,15,2
181,Nick Kurtz,22,ATH,AL,117,116,117,112,0,0,112,0,0,0,0,0,0,0,5,1,0
182,Kyle Stowers,27,MIA,NL,117,104,117,107,0,0,0,0,0,0,76,11,42,107,8,12,0
183,Andrew Benintendi,30,CHW,AL,116,111,116,69,0,0,0,0,0,0,69,0,0,69,44,5,0
184,Carlos Santana,39,2TM,2LG,124,114,124,103,0,0,102,0,1,0,0,0,0,0,19,8,0
184,Carlos Santana,39,CLE,AL,116,108,116,97,0,0,96,0,1,0,0,0,0,0,17,6,0
184,Carlos Santana,39,CHC,NL,8,6,8,6,0,0,6,0,0,0,0,0,0,0,2,2,0
185,Wilyer Abreu,26,BOS,AL,115,97,115,104,0,0,0,0,0,0,0,0,104,104,4,17,0
186,Jackson Merrill,22,SDP,NL,115,114,115,114,0,0,0,0,0,0,0,114,0,114,0,0,1
187,Brayan Rocchio,24,CLE,AL,115,105,115,114,0,0,0,50,0,72,0,0,0,0,0,3,1
188,Alex Bregman,31,BOS,AL,114,111,114,113,0,0,0,0,113,0,0,0,0,0,1,2,0
189,Victor Caratini,31,HOU,AL,114,87,114,61,0,49,15,0,0,0,0,0,0,0,30,25,0
190,Santiago Espinal,30,CIN,NL,114,75,114,110,0,0,3,19,75,2,10,0,6,15,3,13,2
191,Miguel Rojas,36,LAD,NL,114,79,114,111,4,0,1,68,23,22,0,0,0,0,0,16,1
192,Tyrone Taylor,31,NYM,NL,113,87,113,111,0,0,0,0,0,0,5,106,3,111,0,6,4
193,Kody Clemens,29,2TM,2LG,119,93,119,110,1,0,58,51,0,0,11,1,11,22,1,13,4
193,Kody Clemens,29,PHI,NL,7,0,7,2,0,0,0,1,0,0,1,0,0,1,1,6,1
193,Kody Clemens,29,MIN,AL,112,93,112,108,1,0,58,50,0,0,10,1,11,21,0,7,3
194,Jose Iglesias,35,SDP,NL,112,81,112,92,0,0,0,40,24,32,1,0,0,1,16,23,1
195,Pedro Pagés,26,STL,NL,112,102,112,112,0,110,2,1,0,0,0,0,0,0,0,0,0
196,Nolan Gorman,25,STL,NL,111,97,111,84,0,0,7,28,54,0,0,0,0,0,22,8,0
197,Carson Kelly,30,CHC,NL,111,101,111,105,0,105,0,0,0,0,0,0,0,0,3,7,0
198,Edgar Quero,22,CHW,AL,111,94,111,72,0,72,0,0,0,0,0,0,0,0,29,17,0
199,Jordan Walker,23,STL,NL,111,101,111,108,0,0,0,0,0,0,0,0,108,108,1,1,5
200,Tyler Freeman,26,COL,NL,110,98,110,80,0,0,0,17,1,0,1,0,66,66,28,7,4
201,Luis Robert Jr.,27,CHW,AL,110,106,110,105,0,0,0,0,0,0,0,105,0,105,4,2,1
202,Will Smith,30,LAD,NL,110,98,110,101,0,101,0,0,0,0,0,0,0,0,1,12,0
203,Chandler Simpson,24,TBR,AL,109,101,109,105,0,0,0,0,0,0,52,59,1,105,3,3,4
204,Spencer Horwitz,27,PIT,NL,108,94,108,102,0,0,102,1,0,0,0,0,0,0,1,12,0
205,Josh Lowe,27,TBR,AL,108,101,108,103,0,0,0,0,0,0,0,0,103,103,4,6,0
206,Nolan Arenado,34,STL,NL,107,106,107,103,0,0,0,0,103,0,0,0,0,0,3,1,0
207,Iván Herrera,25,STL,NL,107,106,107,18,0,14,0,0,0,0,4,0,0,4,89,1,0
208,Jared Triolo,27,PIT,NL,107,96,107,104,1,0,24,11,32,47,0,0,0,0,1,4,5
209,Jonathan Aranda,27,TBR,AL,106,96,106,93,0,0,93,0,0,0,0,0,0,0,10,10,0
210,Elias Díaz,34,SDP,NL,106,68,106,105,0,105,0,0,0,0,0,0,0,0,0,19,0
211,Royce Lewis,26,MIN,AL,106,98,106,99,0,0,0,0,99,0,0,0,0,0,7,5,1
212,Dane Myers,29,MIA,NL,106,83,106,103,0,0,0,0,0,0,11,68,32,103,1,17,2
213,Eugenio Suárez,33,2TM,2LG,159,157,159,155,0,0,3,0,155,0,0,0,0,0,4,2,0
213,Eugenio Suárez,33,ARI,NL,106,104,106,102,0,0,1,0,102,0,0,0,0,0,4,2,0
213,Eugenio Suárez,33,SEA,AL,53,53,53,53,0,0,2,0,53,0,0,0,0,0,0,0,0
214,Christopher Morel,26,TBR,AL,105,72,105,70,0,0,0,1,0,0,68,0,2,70,18,26,4
215,Eli White,31,ATL,NL,105,62,105,87,0,0,4,0,0,0,36,6,48,83,9,17,14
216,Jake Meyers,29,HOU,AL,104,96,104,104,0,0,0,0,0,0,0,104,0,104,0,1,1
217,Matt Wallner,27,MIN,AL,104,96,104,85,0,0,0,0,0,0,0,0,85,85,16,6,0
218,Brooks Baldwin,24,CHW,AL,103,84,103,101,0,0,0,10,15,10,37,26,20,79,0,11,3
219,Jake Burger,29,TEX,AL,103,93,103,91,0,0,91,0,0,0,0,0,0,0,11,10,0
220,Austin Hays,29,CIN,NL,103,95,103,61,0,0,0,0,0,0,61,0,0,61,40,8,0
221,Isaac Paredes,26,HOU,AL,102,101,102,89,0,0,0,0,89,0,0,0,0,0,13,1,0
222,Austin Riley,28,ATL,NL,102,102,102,102,0,0,0,0,102,0,0,0,0,0,0,0,0
223,Corey Seager,31,TEX,AL,102,102,102,97,0,0,0,0,0,97,0,0,0,0,5,0,0
224,Ty France,30,2TM,AL,138,113,138,124,0,0,124,1,0,0,0,0,0,0,5,15,0
224,Ty France,30,MIN,AL,101,91,101,101,0,0,101,1,0,0,0,0,0,0,0,5,0
224,Ty France,30,TOR,AL,37,22,37,23,0,0,23,0,0,0,0,0,0,0,5,10,0
225,Andrés Giménez,26,TOR,AL,101,94,101,101,0,0,0,87,0,15,0,0,0,0,0,4,0
226,Max Schuemann,28,ATH,AL,101,47,101,94,0,0,0,39,27,24,7,4,2,13,1,6,21
227,Taylor Walls,28,TBR,AL,101,81,101,98,0,0,0,5,1,94,0,0,0,0,1,2,7
228,Ke'Bryan Hayes,28,2TM,NL,152,144,152,152,0,0,0,0,152,0,0,0,0,0,0,2,0
228,Ke'Bryan Hayes,28,PIT,NL,100,97,100,100,0,0,0,0,100,0,0,0,0,0,0,2,0
228,Ke'Bryan Hayes,28,CIN,NL,52,47,52,52,0,0,0,0,52,0,0,0,0,0,0,0,0
229,Ryan McMahon,30,2TM,2LG,154,144,154,154,0,0,0,0,154,0,0,0,0,0,1,6,0
229,Ryan McMahon,30,COL,NL,100,95,100,100,0,0,0,0,100,0,0,0,0,0,1,3,0
229,Ryan McMahon,30,NYY,AL,54,49,54,54,0,0,0,0,54,0,0,0,0,0,0,3,0
230,Max Muncy,34,LAD,NL,100,90,100,97,0,0,0,0,97,0,0,0,0,0,0,10,0
231,Wenceel Pérez,25,DET,AL,100,93,100,99,0,0,0,0,0,0,1,31,81,99,1,3,2
232,JJ Bleday,27,ATH,AL,98,78,98,87,0,0,0,0,0,0,12,55,23,87,1,17,0
233,Starling Marte,36,NYM,NL,98,74,98,12,0,0,0,0,0,0,9,0,3,12,77,21,2
234,Tommy Edman,30,LAD,NL,97,91,97,96,0,0,0,66,13,0,0,25,0,25,1,4,0
235,Kyle Farmer,34,COL,NL,97,76,97,70,1,0,17,33,10,12,0,0,0,0,24,13,1
236,Mike Yastrzemski,34,2TM,2LG,147,129,146,141,1,0,0,0,0,0,7,10,133,140,4,13,1
236,Mike Yastrzemski,34,SFG,NL,97,85,96,95,1,0,0,0,0,0,0,0,94,94,0,8,1
236,Mike Yastrzemski,34,KCR,AL,50,44,50,46,0,0,0,0,0,0,7,10,39,46,4,5,0
237,Harrison Bader,31,2TM,2LG,146,122,146,142,0,0,0,0,0,0,70,81,5,142,0,11,5
237,Harrison Bader,31,MIN,AL,96,79,96,94,0,0,0,0,0,0,70,33,5,94,0,6,4
237,Harrison Bader,31,PHI,NL,50,43,50,48,0,0,0,0,0,0,0,48,0,48,0,5,1
238,Nick Gonzales,26,PIT,NL,96,96,96,96,0,0,0,85,0,13,0,0,0,0,0,0,0
239,Romy González,28,BOS,AL,96,76,96,89,0,0,58,42,2,0,0,0,0,0,5,16,2
