Rk,Name,Age,Tm
848,Caleb Ketchup,24,LAA
849,Sean Keys,23,TOR
850,Carter Kieboom,28,CLE
851,Gavin Kilen,22,SF
852,Kevin Kilpatrick,25,ATL
853,Jayden Kim,19,PIT
854,Hyeseong Kim,27,LAD
855,Isiah Kiner-Falefa,31,BOS
856,Skylar King,22,BOS
857,Seaver King,23,WSH
858,Lamar King,22,SD
859,Eddie King,23,PIT
860,Scott Kingery,32,CHC
861,Cooper Kinney,23,TB
862,Alejandro Kirk,27,TOR
863,Heston Kjerstad,27,BAL
864,Paxton Kling,23,TEX
865,Bill Knight,26,SEA
866,Andrew Knizner,31,SEA
867,Zach Kokoska,27,COL
868,Aldalay Kolokie,21,COL
869,Matt Koperniak,28,STL
870,Christian Koss,28,SF
871,Ryan Kreidler,28,MIN
872,Josh Kross,23,STL
873,Sam Kulasingam,24,KC
874,Joshua Kuroda-Grauer,23,ATH
875,Nick Kurtz,23,ATH
876,Steven Kwan,28,CLE
877,Víctor Labrada,26,SEA
878,Joe Lampe,25,CLE
879,Shea Langeliers,28,ATH
880,Wyatt Langford,24,TEX
881,Rafael Lantigua,28,TOR
882,Wilfredo Lara,22,MIA
883,Luis Lara,21,MIL
884,Trevor Larnach,29,MIN
885,Ryan Lasko,24,ATH
886,Maddox Latta,23,TOR
887,Ramón Laureano,31,SD
888,Bryan Lavastida,27,ATH
889,Jace LaViolette,22,CLE
890,Jordan Lawlar,23,AZ
891,Cortland Lawson,26,WSH
892,Cameron Leary,24,ATH
893,Colton Ledbetter,24,STL
894,Patrick Lee,26,DET
895,Korey Lee,27,CWS
896,Jung Hoo Lee,27,SF
897,Hyun Seung Lee,18,PIT
898,Hao-Yu Lee,23,DET
899,Brooks Lee,25,MIN
900,Bennett Lee,24,DET
901,Marcus Lee Sang,25,TEX
902,Sandy León,37,ATL
903,Pedro León,28,PHI
904,Eddys Leonard,25,MIL
905,Zach Levenson,24,STL
906,Tatem Levins,27,TB
907,Tyson Lewis,20,CIN
908,Royce Lewis,27,MIN
909,Ian Lewis,23,MIA
910,Dillon Lewis,23,MIA
911,Ahbram Liendo,22,BOS
912,Daylen Lile,23,WSH
913,Jonathan Linares,21,LAA
914,Carlos Linárez,24,STL
915,Francisco Lindor,32,NYM
916,Kellon Lindsey,20,LAD
917,Trey Lipscomb,26,WSH
918,Thayron Liranzo,22,DET
919,Joshua Liranzo,19,BAL
920,Jaiden Lo Re,19,BAL
921,Brandon Lockridge,29,MIL
922,Griffin Lockwood-Powell,28,LAD
923,Kyle Lodise,22,CWS
924,Alex Lodise,22,ATL
925,Nick Loftin,27,KC
926,Gavin Logan,26,AZ
927,Drake Logan,25,CWS
928,Caleb Lomavita,23,WSH
929,George Lombard Jr.,21,NYY
930,Jonathon Long,24,CHC
931,Joey Loperfido,27,HOU
932,Otto Lopez,27,MIA
933,Nicky Lopez,31,COL
934,Alejo López,30,SEA
935,Nick Lorusso,25,NYM
936,Qrey Lott,21,SD
937,Eli Lovich,20,CHC
938,Nathaniel Lowe,30,CIN
939,Josh Lowe,28,LAA
940,Brandon Lowe,31,PIT
941,Yaxson Lucena,18,STL
942,Marco Luciano,24,NYY
943,Ivan Luciano,19,AZ
944,Matthew Lugo,25,LAA
945,Yerlin Luis,20,CLE
946,Jansel Luis,21,AZ
947,Nathan Lukes,31,TOR
948,Alexey Lumpuy,22,CHC
949,Gavin Lux,28,TB
950,Mason Lytle,25,HOU
951,Zach MacDonald,22,DET
952,Manny Machado,33,SD
953,Vimael Machín,32,COL
954,Johan Macias,23,LAA
955,Dallas Macias,22,ATL
956,Antonis Macias,21,TEX
957,Willie MacIver,29,TEX
958,Joe Mack,23,MIA
959,Kevin Made,23,WSH
960,Jesús Made,19,MIL
961,Alex Madera,25,CHC
962,Nick Madrigal,29,LAA
963,Bligh Madris,30,STL
964,Kendrey Maduro,22,LAA
965,Alec Makarewicz,25,CWS
966,Ben Malgeri,26,DET
967,Justyn-Henry Malloy,26,TB
968,Trey Mancini,34,LAA
969,Jake Mangum,30,PIT
970,Luke Mann,26,ATH
971,Kyle Manzardo,25,CLE
972,Rafael Marchán,27,PHI
973,Cade Marlowe,29,ATH
974,Elih Marrero,29,KC
975,Jakob Marsee,25,MIA
976,Brandon Marsh,28,PHI
977,Starling Marte,37,KC
978,Noelvi Marte,24,CIN
979,Modeifi Marte,23,AZ
980,Ketel Marte,32,AZ
981,Walker Martin,22,SF
982,Rudy Martin,30,KC
983,Richie Martin,31,TEX
984,Maxton Martin,21,TEX
985,Garrett Martin,26,NYY
986,Austin Martin,27,MIN
987,Bryce Martin-Grudzielanek,23,NYY
988,Randy Martinez,19,CLE
989,Orlando Martinez,28,TEX
990,Orelvis Martinez,24,WSH
991,Omar Martínez,24,LAA
992,Larry Martinez,20,TB
993,Jonathan Martinez,19,CLE
994,Ernesto Martinez Jr.,27,NYY
995,Bryan Martinez,20,LAA
996,Anthony Martinez,22,CLE
997,Angel Martínez,24,CLE
998,Alfonzo Martinez,20,TB
999,Nathan Martorella,25,MIA
1000,Michael Massey,28,KC
1001,Miles Mastrobuoni,30,SEA
1002,Jorge Mateo,31,ATL
1003,Angel Mateo,21,TB
1004,Juan Matheus,22,MIA
1005,Cole Mathis,22,CHC
1006,Luis Matos,24,SF
1007,Jason Matthews,29,CWS
1008,Brice Matthews,24,HOU
1009,Ronny Mauricio,25,NYM
1010,Marcelo Mayer,23,BOS
1011,Coby Mayo,24,BAL
1012,Charles McAdoo,24,TOR
1013,Bryson McArn,25,ATH
1014,David McCabe,26,ATL
1015,Kyle McCann,28,COL
1016,James McCann,36,AZ
1017,Jake McCarthy,28,COL
1018,Ryan McCarty,27,TOR
1019,LeTrey McCollum,23,LAA
1020,Jacob McCombs,21,MIN
1021,Chas McCormick,31,CHC
1022,Ryan McCoy,24,TB
1023,Mason McCoy,31,SD
1024,Grant McCray,25,SF
1025,Mac McCroskey,26,LAA
1026,Ryan McCrystal,23,CIN
1027,Andrew McCutchen,39,TEX
1028,Jake McCutcheon,22,MIA
1029,Tyler McDonough,27,BOS
1030,Micah McDowell,25,MIA
1031,Haydn McGeary,26,CHC
1032,Cade McGee,23,STL
1033,Jonny McGill,24,LAA
1034,Kevin McGonigle,21,DET
1035,Shane McGuire,27,ATH
1036,Reese McGuire,31,"CWS,MIL"
1037,Paul McIntosh,28,PHI
1038,Dalton McIntyre,22,ATL
1039,Aaron McKeithan,26,SEA
1040,Jared McKenzie,25,WSH
1041,Zach McKinstry,31,DET
1042,Sean McLain,25,LAD
1043,Matt McLain,26,CIN
1044,Ben McLaughlin,24,AZ
1045,Ryan McMahon,31,NYY
1046,Jeff McNeil,34,ATH
1047,Curtis Mead,25,CWS
1048,Parker Meadows,26,DET
1049,Joshua Mears,25,SD
1050,Wade Meckler,26,LAA
1051,Chase Meggers,23,NYM
1052,Chase Meidroth,24,CWS
1053,José Mejia,20,AZ
1054,Jonathan Mejía,21,STL
1055,Esteban Mejia,21,TEX
1056,MJ Melendez,27,NYM
1057,Ivan Melendez,26,AZ
1058,Gustavo Melendez,18,PIT
1059,Jacob Melton,25,TB
1060,Wady Mendez,21,TEX
1061,Hendry Mendez,22,MIN
1062,Noah Mendlinger,25,STL
1063,Ramon Mendoza,25,STL
1064,Carlos Mendoza,26,TOR
1065,Joey Meneses,34,ATH
1066,Lorenzo Meola,22,SF
1067,Óscar Mercado,31,AZ
1068,Yasser Mercedes,21,MIN
1069,Jeffrey Mercedes,21,CLE
1070,Jackson Merrill,23,SD
1071,David Mershon,23,LAA
1072,Matt Mervis,28,WSH
1073,Víctor Mesa Jr.,24,TB
1074,Cole Messina,23,COL
1075,Skyler Messinger,27,COL
1076,Jake Meyers,30,HOU
1077,Chris Meyers,27,DET
1078,Eddie Micheletti,24,TOR
1079,Yaikel Mijares,20,CLE
1080,Drew Millas,28,WSH
1081,Owen Miller,29,CHC
1082,Noah Miller,23,LAD
1083,Gage Miller,23,MIA
1084,Darrien Miller,25,MIL
1085,Cody Miller,21,ATL
1086,Brennan Milone,25,ATH
1087,José Miranda,28,SD
1088,Kameron Misner,28,KC
1089,Ryan Mitchell,19,STL
1090,Nick Mitchell,22,CLE
1091,Garrett Mitchell,27,MIL
1092,Blake Mitchell,21,KC
1093,Javier Mogollon,20,CWS
1094,Raymond Mola,20,PIT
1095,Ian Moller,23,TEX
1096,Andruw Monasterio,29,BOS
1097,Yoán Moncada,31,LAA
1098,Nate Mondou,31,SD
1099,Mickey Moniak,28,COL
1100,Nick Monistere,22,HOU
1101,Edgar Montero,19,ATH
1102,Lazaro Montes,21,SEA
1103,Colson Montgomery,24,CWS
1104,Braden Montgomery,23,CWS
1105,Benny Montgomery,23,COL
1106,Jose Monzon,20,TB
1107,Alex Mooney,23,CLE
1108,Robert Moore,24,PHI
1109,Malcolm Moore,22,TEX
1110,Dylan Moore,33,PHI
1111,Christian Moore,23,LAA
1112,Brody Moore,25,STL
1113,Nick Morabito,23,NYM
1114,Yohandy Morales,24,WSH
1115,Emil Morales,19,LAD
1116,Coby Morales,24,NYY
1117,Christopher Morel,27,MIA
1118,Gabriel Moreno,26,AZ
1119,Tre' Morgan,23,TB
1120,Cody Morissette,26,MIA
1121,PJ Morlando,21,MIA
1122,Jack Moroknek,23,WSH
1123,Felix Morrobel,20,LAA
1124,Diego Mosquera,22,NYM
1125,Callan Moss,22,PIT
1126,Jorgelys Mota,21,WSH
1127,Ryan Mountcastle,29,BAL
1128,Josh Moylan,23,NYY
1129,Cedric Mullins,31,TB
1130,Max Muncy,35,LAD
1131,Max Muncy,23,ATH
1132,Ismael Munguia,27,TOR
1133,Samuel Munoz,21,LAD
1134,Jake Munroe,22,LAA
1135,Munetaka Murakami,26,CWS
1136,Kai Murphy,25,SD
1137,Austin Murr,27,PHI
1138,Tanner Murray,26,CWS
1139,Ethan Murray,26,MIL
1140,B.J. Murray,26,CHC
1141,Noah Myers,26,TB
1142,Kole Myers,25,LAD
1143,Dane Myers,30,CIN
1144,Carlos Narváez,27,BOS
1145,Brian Navarreto,31,MIA
1146,Josh Naylor,29,SEA
1147,Bo Naylor,26,CLE
1148,Riley Nelson,22,CLE
1149,James Nelson,28,HOU
1150,Zach Neto,25,LAA
1151,Mason Neville,22,CIN
1152,Kyle Nevin,24,LAD
1153,Chris Newell,25,LAD
1154,Kevin Newman,32,KC
1155,Kay-Lan Nicasia,24,MIL
1156,Ryan Nicholson,25,LAA
1157,Cameron Nickens,22,STL
1158,Tomás Nido,32,DET
1159,Arjun Nimmala,20,TOR
1160,Brandon Nimmo,33,TEX
1161,Yerald Nin,20,AZ
1162,Rikuu Nishida,25,CWS
1163,Spencer Nivens,24,KC
1164,Ryan Noda,30,BAL
1165,Jhonkensy Noel,24,BAL
1166,Connor Norby,26,MIA
1167,Dante Nori,21,PHI
1168,Luke Nowak,23,KC
1169,Starlyn Nunez,20,BOS
1170,Nasim Nuñez,25,WSH
1171,Irvin Nunez,20,MIN
1172,Elijah Nunez,24,WSH
1173,Dom Nuñez,31,CLE
1174,Jordan Nwogu,27,CHC
1175,Brady O'Brien,24,SEA
1176,Ethan O'Donnell,24,MIA
1177,Griff O'Ferrall,23,BAL
1178,Ryan O'Hearn,32,PIT
1179,Logan O'Hoppe,26,LAA
1180,Brian O'Keefe,32,SEA
1181,Tyler O'Neill,31,BAL
1182,Matt O'Neill,28,AZ
1183,Dylan O'Rae,22,MIL
1184,Keshawn Ogans,24,ATL
1185,Shohei Ohtani,31,LAD
1186,Kazuma Okamoto,30,TOR
1187,Jared Oliva,30,SF
1188,Ricardo Olivar,24,MIN
1189,Edward Olivares,30,TB
1190,Michael Oliveto,19,DET
1191,Christian Olivo,22,CHC
1192,Johnny Olmstead,25,MIA
1193,Joe Olsavsky,24,ATL
1194,Matt Olson,32,ATL
1195,Andrews Opata,22,BOS
1196,Casey Opitz,27,CHC
1197,Tirso Ornelas,26,SD
1198,Jonathan Ornelas,26,NYY
1199,Victor Ortega,22,MIA
1200,Joey Ortiz,27,MIL
1201,Devin Ortiz,27,CHC
1202,Deniel Ortiz,21,STL
1203,D'Angelo Ortiz,21,BOS
1204,Angel Ortiz,23,AZ
1205,Abimelec Ortiz,24,WSH
1206,Hector Osorio,21,TEX
1207,Alejandro Osuna,23,TEX
1208,James Outman,29,MIN
1209,Austin Overn,23,TB
1210,Avery Owusu-Asiedu,23,AZ
1211,Marcell Ozuna,35,PIT
1212,Cristian Pache,27,NYM
1213,Carlos Pacheco,21,ATH
1214,Spencer Packard,28,SEA
1215,Yairo Padilla,19,STL
1216,Pedro Pagés,27,STL
1217,Andy Pages,25,LAD
1218,Charlie Pagliarini,25,SEA
1219,Trey Paige,25,STL
1220,Richie Palacios,29,TB
1221,Miguel Palma,24,NYY
1222,Alberth Palma,20,TB
1223,Jaylen Palmer,25,CHC
1224,Kevin Parada,24,NYM
1225,Isaac Paredes,27,HOU
1226,Kyren Paris,24,LAA
1227,Aaron Parker,23,TOR
1228,Vinnie Pasquantino,28,KC
1229,Duncan Pastore,26,NYY
1230,Graham Pauley,25,MIA
1231,Braylon Payne,19,MIL
1232,John Peck,23,DET
1233,Joc Pederson,34,TEX
1234,Cannon Peebles,22,CLE
1235,Tai Peete,20,STL
1236,Liover Peguero,25,PHI
1237,Fernando Peguero,21,BAL
1238,Yordalin Peña,21,STL
1239,Viandel Pena,25,WSH
1240,Manuel Pena,22,AZ
1241,Luis Peña,19,MIL
1242,Jeremy Peña,28,HOU
1243,Jack Penney,23,DET
1244,Garrett Pennington,25,DET
1245,Nick Peoples,21,WSH
1246,Oswald Peraza,26,LAA
1247,Geraldo Perdomo,26,AZ
1248,Jhonny Pereda,30,SEA
1249,Everson Pereira,25,CWS
1250,Wenceel Pérez,26,DET
1251,Salvador Perez,36,KC
1252,Nico Perez,21,LAD
1253,Junior Perez,24,ATH
1254,Jose Perez,22,TB
1255,Jeral Perez,21,CWS
1256,Carlos Pérez,35,HOU
1257,Andy Perez,22,COL
1258,Rafe Perich,24,TEX
1259,Blake Perkins,29,MIL
1260,Tristan Peters,26,CWS
1261,Sam Petersen,23,WSH
1262,Ian Petrutz,23,STL
1263,Ethan Petry,22,WSH
1264,Kervin Pichardo,24,WSH
1265,Ryan Picollo,24,SEA
1266,Daniel Pierce,19,TB
1267,Yohendrick Pinango,24,TOR
1268,Andrew Pinckney,25,WSH
1269,Pedro Pineda,22,ATH
1270,Leonardo Pineda,19,TB
1271,Leandro Pineda,24,WSH
1272,Jack Pineda,26,KC
1273,Esmith Pineda,21,CIN
1274,Luis Pino,22,STL
1275,Andrew Pintar,25,MIA
1276,René Pinto,29,PHI
1277,Avinson Pinto,19,BOS
1278,Kenny Piper,27,TB
1279,Jose Pirela,20,CLE
1280,Dominic Pitelli,24,CIN
1281,Émilien Pitre,23,TB
1282,C.J. Pittaro,24,ATH
1283,Geovanny Planchart,24,TOR
1284,Axiel Plaz,20,PIT
1285,Shalin Polanco,22,PIT
1286,Narciso Polanco,21,TB
1287,Jorge Polanco,32,NYM
1288,Chandler Pollard,22,TEX
1289,Logan Porter,30,SF
1290,Caden Powell,22,HOU
1291,Yohel Pozo,29,STL
1292,Cooper Pratt,21,MIL
1293,Nick Pratto,27,TEX
1294,Reginald Preciado,23,CHC
1295,Collin Price,26,HOU
1296,César Prieto,27,STL
1297,Jurickson Profar,33,ATL
1298,Jeferson Quero,23,MIL
1299,Edgar Quero,23,CWS
1300,Marlon Quintero,19,LAA
1301,Eduardo Quintero,20,LAD
1302,Nelson Quiroz,24,LAD
1303,Nelson Rada,20,LAA
1304,Ceddanne Rafaela,25,BOS
1305,Josiah Ragsdale,22,MIL
1306,Cal Raleigh,29,SEA
1307,Luke Raley,31,SEA
1308,Blake Rambusch,26,SEA
1309,Ramon Ramirez,21,KC
1310,Rafael Ramirez,20,WSH
1311,Pedro Ramírez,22,CHC
1312,Lucas Ramirez,20,LAA
1313,José Ramírez,33,CLE
1314,German Ramirez,19,HOU
1315,Enmanuel Ramirez,22,WSH
1316,Agustín Ramírez,24,MIA
1317,Abrahan Ramirez,21,MIA
1318,José Ramos,25,NYM
1319,Jose Ramos,19,ATH
1320,Heliot Ramos,26,SF
1321,Bryan Ramos,24,BAL
1322,Nick Raposo,28,SEA
1323,Eric Rataczak,25,MIA
1324,John Rave,28,KC
1325,J.T. Realmuto,35,PHI
1326,Jakson Reetz,30,SEA
1327,Rob Refsnyder,35,SEA
1328,Jacob Reimer,22,NYM
1329,Luis Rengifo,29,MIL
1330,Pablo Reyes,32,SD
1331,Jan Luis Reyes,20,CHC
1332,Felix Reyes,25,PHI
1333,Bryan Reynolds,31,PIT
1334,John Rhodes,25,LAD
1335,Yandel Ricardo,19,KC
1336,Ben Rice,27,NYY
1337,Caleb Ricketts,26,PHI
1338,Justin Riemer,24,ATH
1339,Roc Riggio,24,COL
1340,Austin Riley,29,ATL
1341,Heriberto Rincon,20,NYM
1342,Bryan Rincon,22,PHI
1343,Nestor Rios,21,MIA
1344,Ryan Ritter,25,COL
1345,Leo Rivas,28,SEA
1346,Kevin Rivas,23,CLE
1347,Jeremy Rivas,23,STL
1348,Javier Rivas,23,PIT
1349,Josh Rivera,25,TOR
1350,Sebastián Rivero,27,LAA
1351,Luis Robert Jr.,28,NYM
1352,Kai Roberts,25,SD
1353,Caleb Roberts,26,AZ
1354,Will Robertson,28,BAL
1355,Sam Robertson,21,NYM
1356,Shai Robinson,22,MIN
1357,Kristian Robinson,25,AZ
1358,Víctor Robles,29,SEA
1359,Carson Roccaforte,24,KC
1360,Brayan Rocchio,25,CLE
1361,Brock Rodden,26,SEA
1362,Alan Roden,26,MIN
1363,Brendan Rodgers,29,BOS
1364,Yophery Rodriguez,20,BOS
1365,Raudi Rodriguez,22,LAA
1366,Ramón Rodríguez,27,MIL
1367,Rainiel Rodriguez,19,STL
1368,Nick Rodriguez,23,LAA
1369,Keyber Rodriguez,25,TEX
1370,Julio Rodríguez,25,SEA
1371,José Rodriguez,25,PHI
1372,Johnathan Rodríguez,26,CLE
1373,Jesús Rodríguez,24,SF
1374,Héctor Rodríguez,22,CIN
1375,Gabriel Rodriguez,19,CLE
1376,Gabriel Rodriguez,18,PIT
1377,Frank Rodriguez,24,LAD
1378,Endy Rodríguez,26,PIT
1379,Emmanuel Rodriguez,23,MIN
1380,Carlos Rodríguez,25,SD
1381,Adrian Rodriguez,22,AZ
1382,Jake Rogers,31,DET
1383,Jack Rogers,27,WSH
1384,Miguel Rojas,37,LAD
1385,Josh Rojas,32,KC
1386,Jose Rojas,33,NYM
1387,Johan Rojas,25,PHI
1388,Jefferson Rojas,21,CHC
1389,Anderdson Rojas,22,AZ
1390,Ricardo Romero,18,CLE
1391,Mikey Romero,22,BOS
1392,Max Romero,25,WSH
1393,Leandro Romero,19,SEA
1394,Drew Romo,24,CWS
1395,Brent Rooker,31,ATH
1396,Ben Rortvedt,28,NYM
1397,Ronald Rosario,23,BOS
1398,Kala'i Rosario,23,MIN
1399,Amed Rosario,30,NYY
1400,Alfonsin Rosario,22,CLE
1401,Caden Rose,24,BOS
1402,Nick Roselli,23,NYM
1403,Corey Rosier,26,BOS
1404,Shawn Ross,26,PIT
1405,Ben Ross,25,MIN
1406,Jake Rucker,26,MIN
1407,Carson Rucker,21,DET
1408,Matt Rudick,27,NYM
1409,Poncho Ruiz,24,MIN
1410,Keibert Ruiz,27,WSH
1411,Jorge Ruiz,22,LAA
1412,Esteury Ruiz,27,MIA
1413,T.J. Rumfield,26,COL
1414,Dalton Rushing,25,LAD
1415,Stone Russell,22,KC
1416,Adley Rutschman,28,BAL
1417,Eddie Rynders,20,PIT
1418,Aaron Sabato,27,MIN
1419,Blake Sabol,28,TB
1420,Tommy Sacco,27,HOU
1421,Thomas Saggese,24,STL
1422,Nolan Sailors,22,KC
1423,Jose Salas,23,MIN
1424,Ethan Salas,20,SD
1425,Andrew Salas,18,MIA
1426,Johnfrank Salazar,22,STL
1427,César Salazar,30,HOU
1428,AJ Salgado,24,NYM
1429,Devin Saltiban,21,PHI
1430,Romeo Sanabria,24,SD
1431,Yolmer Sanchez,34,LAA
1432,Jordan Sanchez,20,BAL
1433,Jesús Sánchez,28,TOR
1434,Gary Sánchez,33,MIL
1435,Carlos Sanchez,21,CIN
1436,Brian Sanchez,21,PIT
1437,Axel Sanchez,23,SEA
1438,Ali Sánchez,29,NYY
1439,Wyatt Sanford,20,PIT
1440,Javier Sanoja,23,MIA
1441,Anthony Santa Cruz de Oviedo,19,LAA
1442,Tony Santa Maria,24,TB
1443,Ruben Santana,21,AZ
1444,Carlos Santana,40,AZ
1445,Adrian Santana,20,TB
1446,Shane Sasaki,25,CIN
1447,Matt Scannell,24,TOR
1448,Nolan Schanuel,24,LAA
1449,Luke Scherrer,21,PIT
1450,Jason Schiavone,23,HOU
1451,Casey Schmitt,27,SF
1452,Daniel Schneemann,29,CLE
1453,Davis Schneider,27,TOR
1454,Nick Schnell,26,SD
1455,Tanner Schobel,25,MIN
1456,RJ Schreck,25,TOR
1457,Nolan Schubart,22,CLE
1458,Max Schuemann,29,NYY
1459,Aaron Schunk,28,ATL
1460,Kyle Schwarber,33,PHI
1461,JT Schwartz,26,NYM
1462,Victor Scott II,25,STL
1463,Quincy Scott,23,TEX
1464,Connor Scott,26,KC
1465,Corey Seager,32,TEX
1466,Marcus Semien,35,NYM
1467,Hayden Senger,29,NYM
1468,Nick Senzel,31,LAD
1469,Jared Serna,24,MIA
1470,Eli Serrano,23,NYM
1471,Danny Serretti,26,AZ
1472,Brian Serven,31,ATH
1473,Jhonny Severino,21,PIT
1474,Colby Shade,24,MIA
1475,Matt Shaw,24,CHC
1476,Gavin Sheets,30,SD
1477,Colby Shelton,23,CWS
1478,Braden Shewmake,28,NYY
1479,Kodey Shojinaga,23,PHI
1480,Zack Short,31,NYY
1481,Sammy Siani,25,SEA
1482,Michael Siani,26,LAD
1483,Phillip Sikes,27,BOS
1484,Heribert Silva,20,CLE
1485,Anthony Silva,22,CLE
1486,Karson Simas,25,CHC
1487,Ronny Simon,26,PIT
1488,Will Simpson,24,TB
1489,Chandler Simpson,25,TB
1490,Kyle Sinzza,19,AZ
1491,Jean Carlos Sio,22,SF
1492,Jose Siri,30,LAA
1493,Mike Sirota,23,LAD
1494,Austin Slater,33,DET
1495,Will Smith,31,LAD
1496,Pavin Smith,30,AZ
1497,Myles Smith,23,CIN
1498,Josh Smith,28,TEX
1499,Dominic Smith,31,ATL
1500,D'Andre Smith,25,NYM
1501,Cam Smith,23,HOU
1502,Brayden Smith,22,BAL
1503,Kade Snell,23,CHC
1504,Jake Snider,28,TEX
1505,Trey Snyder,20,NYM
1506,Michael Snyder,25,MIA
1507,Tyler Soderstrom,24,ATH
1508,Nick Sogard,28,BOS
1509,Andrew Sojka,25,STL
1510,Nick Solak,31,SD
1511,Yassel Soler,20,AZ
1512,Jorge Soler,34,LAA
1513,Sung Mun Song,29,SD
1514,Thomas Sosa,21,BAL
1515,Lenyn Sosa,26,CWS
1516,Edmundo Sosa,30,PHI
1517,Juan Soto,27,NYM
1518,Ty Southisene,20,CHC
1519,Garrett Spain,25,MIN
1520,Lucas Spence,23,HOU
1521,John Spikerman,23,PHI
1522,Jared Sprague-Lott,24,ATH
1523,Josh Springer,20,TEX
1524,George Springer,36,TOR
1525,Jordan Sprinkle,25,CWS
1526,Brett Squires,26,KC
1527,Austin St. Laurent,23,SEA
1528,Giancarlo Stanton,36,NYY
1529,Cal Stark,23,TEX
1530,Jake Steels,24,ATL
1531,Spencer Steer,28,CIN
1532,Michael Stefanic,30,ATH
1533,Murphy Stehly,27,WSH
1534,Anthony Stephan,23,CIN
1535,Tyler Stephenson,29,CIN
1536,Seth Stephenson,25,DET
1537,Chad Stevens,27,COL
1538,Luke Stevenson,21,SEA
1539,Cal Stevenson,29,DET
1540,Sal Stewart,22,CIN
1541,Trevor Story,33,BOS
1542,Bryson Stott,28,PHI
1543,Peyton Stovall,23,CIN
1544,Hunter Stovall,29,PIT
1545,Kyle Stowers,28,MIA
1546,Kellen Strahm,29,HOU
1547,Myles Straw,31,TOR
1548,Jackson Strong,22,DET
1549,Garrett Stubbs,33,PHI
1550,CJ Stubbs,29,TOR
1551,José Suárez,21,STL
1552,Eugenio Suárez,34,CIN
1553,Chris Suero,22,NYM
1554,Luis Suisbel,23,SEA
1555,Joseph Sullivan,23,HOU
1556,Brett Sullivan,32,COL
1557,Brendan Summerhill,22,TB
1558,Jared Sundstrom,25,SEA
1559,Daniel Susac,25,SF
1560,Jack Suwinski,27,LAD
1561,Seiya Suzuki,31,CHC
1562,Dansby Swanson,32,CHC
1563,Drew Swift,27,ATH
1564,Charlie Szykowny,26,SF
1565,Graysen Tarlow,24,STL
1566,Josh Tate,22,PIT
1567,Fernando Tatis Jr.,27,SD
1568,Mike Tauchman,35,NYM
1569,Aiden Taurek,22,SEA
1570,Feldi Tavarez,19,WSH
1571,Ambioris Tavarez,22,ATL
1572,Braylin Tavera,21,BAL
1573,Leody Taveras,27,BAL
1574,Tim Tawa,27,AZ
1575,Will Taylor,23,PIT
1576,Tyrone Taylor,32,NYM
1577,Samad Taylor,27,SD
1578,Nelly Taylor,23,BOS
1579,John Taylor,25,TEX
1580,Devin Taylor,22,ATH
1581,Chris Taylor,35,LAA
1582,Carson Taylor,27,SEA
1583,Brayden Taylor,24,TB
1584,Kavares Tears,23,SD
1585,Kyle Teel,24,CWS
1586,Enmanuel Tejeda,21,NYY
1587,Dashyll Tejeda,20,WSH
1588,José Tena,25,WSH
1589,Bryce Teodosio,27,LAA
1590,Matt Thaiss,31,BOS
1591,Rhylan Thomas,26,SEA
1592,Lane Thomas,30,KC
1593,Justin Thomas,22,HOU
1594,Johnathon Thomas,26,WSH
1595,Colby Thomas,25,ATH
1596,Alek Thomas,26,AZ
1597,Jay Thomason,24,MIN
1598,Sterlin Thompson,25,COL
1599,James Tibbs,23,LAD
1600,Riley Tirotta,27,TOR
1601,Michael Toglia,27,CIN
1602,Tyler Tolbert,28,KC
1603,Milan Tolentino,24,CLE
1604,Tyler Tolve,25,ATL
1605,Tucker Toman,22,TOR
1606,Marshall Toole,23,TB
1607,Cristofer Torin,21,AZ
1608,Spencer Torkelson,26,DET
1609,Diego Tornes,17,ATL
1610,Abraham Toro,29,KC
1611,Luis Torrens,30,NYM
1612,Rafhlmil Torres,20,CIN
1613,Nicholas Torres,33,NYY
1614,Marcos Torres,21,TEX
1615,Jose Torres,26,COL
1616,Gleyber Torres,29,DET
1617,Erick Torres,21,KC
1618,Bryan Torres,28,STL
1619,Jose Tovar,20,TB
1620,Ezequiel Tovar,24,COL
1621,Taylor Trammell,28,HOU
1622,Michael Trautwein,26,CIN
1623,Luca Tresh,26,KC
1624,Jose Trevino,33,CIN
1625,James Triantos,23,CHC
1626,Carter Trice,23,CHC
1627,Reed Trimble,26,BAL
1628,Fenwick Trimble,23,MIA
1629,Jared Triolo,28,PIT
1630,Chadwick Tromp,31,ATL
1631,Mike Trout,34,LAA
1632,Tommy Troy,24,AZ
1633,Camden Troyer,23,NYY
1634,Tevin Tucker,26,COL
1635,Stanley Tucker,24,BOS
1636,Kyle Tucker,29,LAD
1637,Brice Turang,26,MIL
1638,Gavin Turley,22,ATH
1639,Will Turner,23,BOS
1640,Trea Turner,33,PHI
1641,Michael Turner,27,CWS
1642,Miguel Ugueto,23,STL
1643,Hyungchan Um,22,KC
1644,Riley Unroe,30,HOU
1645,Francisco Urbaez,28,CIN
1646,Ramón Urías,32,STL
1647,Gio Urshela,34,MIN
1648,Jesus Valdez,28,AZ
1649,Esmerlyn Valdez,22,PIT
1650,Enmanuel Valdez,27,PIT
1651,Esmil Valencia,20,MIA
1652,Eduardo Valencia,26,DET
1653,Brandon Valenzuela,25,TOR
1654,George Valera,25,CLE
